Unnamed: 0,Name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,Tags,current_capacity
9324,Seneca Global IT...,4.3,(54 Reviews),Private,"Oak Brook,Illinois",15 years old,201-500 Employees (India),IT Services & Consulting,11
9325,Span Pumps,3.3,(54 Reviews),Pune + 6 more,35 years old,51-200 Employees (India),,Water Treatment / Waste Management,1
9326,Brady Corporatio...,3.9,(54 Reviews),Public,Milwaukee + 4 more,108 years old,5k-10k Employees (Global),Printing & Publishing,7
9327,Pixel Softek,3.8,(54 Reviews),Private,"Bangalore/Bengaluru,Karnataka",26 years old,51-200 Employees (India),IT Services & Consulting,20
9328,Siddheshwar Indu...,2.7,(54 Reviews),Pune + 2 more,28 years old,,,Industrial Equipment / Machinery,8
9329,Usha Fire Safety...,3.8,(54 Reviews),Chennai + 9 more,34 years old,51-200 Employees (India),,Industrial Equipment / Machinery,10
9330,Donaldson India ...,4.0,(54 Reviews),Gurgaon + 2 more,107 years old,51-200 Employees (India),,Industrial Equipment / Machinery,5
9331,Travel Retail Se...,4.1,(54 Reviews),New Delhi + 10 more,10 years old,201-500 Employees (Global),,Retail,9
9332,Mohan Meakin,3.8,(54 Reviews),Public,Ghaziabad + 4 more,167 years old,1k-5k Employees (India),Beverage,1
9333,Hnb Engineers,3.9,(54 Reviews),Private,Pune + 5 more,49 years old,11-50 Employees (India),Water Treatment / Waste Management,2
9334,Pasco Motors,4.1,(54 Reviews),Private,Gurgaon + 8 more,55 years old,51-200 Employees (India),Automobile,19
9335,MQSYS Technologi...,4.0,(54 Reviews),Private,Indore + 3 more,10 years old,201-500 Employees (India),IT Services & Consulting,14
9336,Gkb Lens,4.5,(54 Reviews),"Kolkata,West Bengal + 10 more",54 years old,201-500 Employees (India),,Retail,20
9337,Adma Solutions,4.2,(54 Reviews),Private,New Delhi + 28 more,11-50 Employees (India),,BPO / Call Centre,10
9338,Indus Software T...,3.6,(54 Reviews),Private,"Pune,Maharashtra + 4 more",32 years old,501-1k Employees (Global),IT Services & Consulting,9
9339,Ketto,4.3,(54 Reviews),Private,"Mumbai,Maharashtra + 2 more",10 years old,201-500 Employees (India),Internet,10
9340,Pooja Forge,4.0,(54 Reviews),Public,Faridabad + 1 more,36 years old,51-200 Employees (India),Industrial Equipment / Machinery,6
9341,Ministry of Heal...,4.7,(54 Reviews),Private,Riyadh + 6 more,107 years old,10k-50k Employees (India),Telecom / ISP,17
9342,Shri Ramswaroop ...,4.9,(54 Reviews),51-200 Employees (India),,,,Education / Training,6
9343,Zenith Industria...,3.5,(54 Reviews),Mumbai + 4 more,57 years old,201-500 Employees (India),,Financial Services,4
9344,SunSource Energy,3.7,(54 Reviews),Private,"Noida,Uttar Pradesh + 6 more",12 years old,51-200 Employees (India),Internet,20
9345,Premier,4.4,(54 Reviews),Public,"San Francisco,California + 11 more",78 years old,201-500 Employees (India),Automobile,3
9346,Pacifica Compani...,3.1,(54 Reviews),Private,"Ahmedabad,Gujarat + 3 more",44 years old,201-500 Employees (India),Real Estate,19
9347,Webware.io,4.0,(54 Reviews),Private,Toronto + 2 more,7 years old,201-500 Employees (India),Internet,18
9348,Crystal Travel,3.8,(54 Reviews),London,35 years old,,,Financial Services,4
9349,Sterling Electro...,3.6,(54 Reviews),Private,Mumbai + 5 more,30 years old,50k-1 Lakh Employees (India),Industrial Automation,8
9350,E2E Networks,3.9,(54 Reviews),Public,"Delhi,NCT + 3 more",13 years old,51-200 Employees (India),Internet,17
9351,Jesons Industrie...,3.7,(54 Reviews),Private,Mumbai + 4 more,50 years old,501-1k Employees (India),Manufacturing,5
9352,Sarvatra Technol...,4.1,(54 Reviews),Private,"Pune,Maharashtra + 6 more",22 years old,201-500 Employees (India),Internet,13
9353,Emkay Global Fin...,3.6,(54 Reviews),Public,"Mumbai,Maharashtra + 13 more",27 years old,51-200 Employees (India),Financial Services,1
9354,Brennan IT,3.7,(54 Reviews),Private,"Mumbai,Maharashtra + 1 more",25 years old,51-200 Employees (India),IT Services & Consulting,13
9355,MIPL,4.1,(54 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 18 more",19 years old,201-500 Employees (India),Recruitment / Staffing,4
9356,OSP Labs,4.4,(54 Reviews),Private,"Arlington,Texas + 1 more",13 years old,51-200 Employees (India),Hardware & Networking,14
9357,Pan Seeds,3.9,(54 Reviews),Private,Kolkata + 10 more,47 years old,51-200 Employees (India),Agriculture / Forestry / Fishing,3
9358,Universal Hunt,2.6,(54 Reviews),Private,"Ahmedabad,Gujarat + 4 more",15 years old,201-500 Employees (India),Consulting,5
9359,Axtel Industries,4.3,(54 Reviews),Public,"Vadodara/Baroda,Gujrat + 1 more",31 years old,51-200 Employees (India),Industrial Equipment / Machinery,7
9360,Eastman Cast & F...,3.4,(54 Reviews),Public,"Ludhiana,Punjab + 4 more",33 years old,51-200 Employees (India),Import & Export,1
9361,Gauhati High Cou...,4.6,(54 Reviews),Public,Guwahati + 2 more,75 years old,,Federal Agencies,12
9362,Beam Suntory,4.4,(54 Reviews),Chicago + 18 more,8 years old,501-1k Employees (India),,Food Processing,11
9363,Laxmi Enterprise...,4.1,(54 Reviews),Pune + 21 more,8 years old,11-50 Employees (India),,Packaging & Containers,8
9364,VishwaRaj Hospit...,3.9,(54 Reviews),Private,"Pune,Maharashtra + 2 more",6 years old,11-50 Employees (India),Medical Services / Hospital,6
9365,Sunrise Biztech ...,3.8,(54 Reviews),Private,Edison + 1 more,32 years old,51-200 Employees (India),IT Services & Consulting,2
9366,Merrill Technolo...,3.2,(54 Reviews),LLC,"New York City,New York",54 years old,501-1k Employees (Global),IT Services & Consulting,19
9367,Almajal Alarabi ...,4.0,(54 Reviews),Private,Riyadh + 7 more,32 years old,50k-1 Lakh Employees (India),Investment Banking / Venture Capital / Private Equity,20
9368,Almoayyed Intern...,4.2,(54 Reviews),Private,Manama + 2 more,43 years old,501-1k Employees (India),IT Services & Consulting,20
9369,Echjay Industrie...,4.2,(54 Reviews),Private,Mumbai + 2 more,52 years old,1k-5k Employees (India),Industrial Equipment / Machinery,14
9370,Neha Herbals,4.3,(54 Reviews),Private,New Delhi + 18 more,30 years old,51-200 Employees (India),Beauty & Personal Care,1
9371,CEBS Worldwide,4.0,(54 Reviews),Noida + 2 more,51-200 Employees (India),,,IT Services & Consulting,10
9372,B-Able,3.3,(54 Reviews),Private,"Delhi/NCR,New Delhi + 24 more",13 years old,501-1k Employees (India),Education / Training,16
9373,Bonjour,4.2,(54 Reviews),Private,"Greater Noida,Uttar Pradesh + 6 more",34 years old,51-200 Employees (India),Textile & Apparel,4
9374,Truetzschler Ind...,4.1,(54 Reviews),Mönchengladbach + 3 more,134 years old,11-50 Employees (India),,Industrial Equipment / Machinery,11
9375,Lloyd Healthcare,4.1,(54 Reviews),Private,Mumbai + 10 more,11 years old,11-50 Employees (India),Pharmaceutical & Life Sciences,16
9376,Abhyudaya Co-ope...,3.7,(54 Reviews),Private,Mumbai + 9 more,58 years old,51-200 Employees (India),Banking,20
9377,Bhanu Constructi...,4.2,(54 Reviews),Private,Mumbai + 9 more,38 years old,51-200 Employees (India),Engineering & Construction,1
9378,SUNDIRECT,4.2,(54 Reviews),Chennai + 10 more,15 years old,,,Chennai,16
9379,Volkswagen Finan...,4.4,(54 Reviews),Private,Mumbai + 9 more,13 years old,51-200 Employees (India),Financial Services,19
9380,Petrofac Emirate...,4.6,(54 Reviews),Abu Dhabi + 7 more,41 years old,5k-10k Employees (India),,Petrochemical / Plastics / Rubber,9
9381,Emitec Emission ...,3.9,(54 Reviews),Private,Lohmar + 3 more,93 years old,51-200 Employees (India),Automobile,9
9382,Magna Steyr,4.7,(54 Reviews),Private,"Aurora,Ontario",65 years old,51-200 Employees (India),Automobile,9
9383,Urbacon Trading ...,3.8,(54 Reviews),Lusail,11 years old,1k-5k Employees (Global),,Engineering & Construction,17
9384,Dlecta Foods,3.8,(54 Reviews),Private,"Mumbai,Maharashtra + 11 more",21 years old,51-200 Employees (India),Food Processing,12
9385,ECI Engineering ...,4.4,(54 Reviews),Hyderabad + 10 more,48 years old,1k-5k Employees (Global),,Engineering & Construction,13
9386,Shivalik Rasayan,3.6,(54 Reviews),Public,New Delhi + 6 more,41 years old,51-200 Employees (India),Chemicals,8
9387,ACS Technologies,3.8,(54 Reviews),Private,Hyderabad + 9 more,42 years old,51-200 Employees (India),IT Services & Consulting,16
9388,Mahindra Powerol,3.8,(54 Reviews),Public,Mumbai + 23 more,21 years old,51-200 Employees (India),Industrial Equipment / Machinery,18
9389,TII India,3.9,(54 Reviews),Bawal + 5 more,6 years old,51-200 Employees (India),,Industrial Equipment / Machinery,1
9390,Grind Master Mac...,3.5,(54 Reviews),Private,Aurangabad + 1 more,38 years old,51-200 Employees (India),Industrial Equipment / Machinery,1
9391,Agrawal Metal Wo...,3.8,(54 Reviews),Private,New Delhi + 3 more,66 years old,51-200 Employees (Global),Metals & Mining,12
9392,ALKRAFT THERMOTE...,3.7,(54 Reviews),Private,Chennai + 1 more,28 years old,51-200 Employees (India),Electronics Manufacturing,6
9393,National Institu...,3.8,(54 Reviews),Private,Ahmedabad + 8 more,15 years old,51-200 Employees (India),Pharmaceutical & Life Sciences,9
9394,Lindstrom Servic...,3.6,(54 Reviews),Helsinki + 10 more,174 years old,501-1k Employees (India),,Textile & Apparel,5
9395,Klouddata Labs,2.5,(54 Reviews),Private,California + 2 more,22 years old,51-200 Employees (India),Analytics / KPO / Research,16
9396,Kiit World Schoo...,4.9,(54 Reviews),11-50 Employees (India),,,,Education / Training,18
9397,Volksoft Technol...,4.4,(54 Reviews),"Secunderabad,andhra Pradesh",20 years old,11-50 Employees (India),,,17
9398,Petroserv,4.0,(54 Reviews),Doha + 3 more,44 years old,201-500 Employees (India),,Engineering & Construction,18
9399,Fairmate Constru...,2.9,(54 Reviews),Tallinn + 10 more,41 years old,51-200 Employees (India),,Chemicals,1
9400,ZingHR,4.0,(54 Reviews),Private,"Mumbai,Maharashtra + 3 more",20 years old,51-200 Employees (India),Internet,19
9401,RapidValue Solut...,4.0,(54 Reviews),Private,"Pleasanton,California",13 years old,201-500 Employees (India),IT Services & Consulting,8
9402,Cubastion Consul...,3.1,(54 Reviews),Private,Gurgaon,16 years old,201-500 Employees (India),Consulting,3
9403,Coromandel Agric...,3.4,(54 Reviews),Private,Gurugram + 10 more,54 years old,201-500 Employees (India),Chemicals / Agri Inputs,5
9404,Indian Potash,3.9,(54 Reviews),Private,Chennai + 16 more,67 years old,1k-5k Employees (India),Fertilizers / Pesticides / Agro chemicals,8
9405,Total Logistics,4.3,(54 Reviews),Private,Mumbai + 19 more,24 years old,201-500 Employees (India),Courier / Logistics,19
9406,Kaivalya Educati...,4.1,(54 Reviews),Private,Ahmedabad + 14 more,14 years old,201-500 Employees (Global),Education / Training,18
9407,Global Shiksha,3.3,(54 Reviews),Private,Bengaluru + 3 more,11 years old,51-200 Employees (India),Internet,18
9408,Valuepoint Knowl...,3.4,(54 Reviews),Private,Banglore + 3 more,21 years old,201-500 Employees (India),Consulting,1
9409,Customer Analyti...,4.3,(54 Reviews),Private,"Chennai,Tamil Nadu + 2 more",29 years old,201-500 Employees (India),Analytics / KPO / Research,15
9410,Prasad & Company,4.2,(54 Reviews),Hyderabad + 13 more,59 years old,1k-5k Employees (India),,Management Consulting,18
9411,InstaReM,4.0,(54 Reviews),Private,"Mumbai,Maharashtra + 6 more",8 years old,51-200 Employees (India),Internet,7
9412,NIPL,3.7,(54 Reviews),Noida + 21 more,17 years old,,,FinTech / Payments,16
9413,Sahara Q Shop,3.6,(54 Reviews),Mumbai + 21 more,10 years old,10k-50k Employees (India),,Retail,16
9414,National Public ...,3.5,(54 Reviews),Private,Bengaluru + 9 more,9 years old,201-500 Employees (Global),Education / Training,15
9415,Gina Engineering...,3.6,(54 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",58 years old,201-500 Employees (India),Architecture / Interior Design,6
9416,Umasons Auto Com...,4.0,(54 Reviews),Aurangabad,22 years old,51-200 Employees (India),,Auto Components,9
9417,Vibatel Solution...,3.6,(54 Reviews),Private,Secunderabad + 3 more,15 years old,201-500 Employees (Global),BPO / Call Centre,7
9418,Royal Care Super...,4.3,(54 Reviews),Coimbatore + 2 more,7 years old,201-500 Employees (India),,Healthcare / Pharma,14
9419,Akshar Elecinfra,4.4,(54 Reviews),Private,Vadodara + 5 more,36 years old,501-1k Employees (India),Engineering & Construction,11
9420,Krazy Mantra IT,3.5,(54 Reviews),Private,Ahmedabad + 2 more,14 years old,51-200 Employees (India),Ahmedabad,16
9421,Axis Asset Manag...,4.2,(54 Reviews),Private,Mumbai + 24 more,13 years old,1k-5k Employees (India),Financial Services,6
9422,BIZONGO,3.6,(54 Reviews),Private,"Mumbai,Maharashtra + 4 more",7 years old,201-500 Employees (India),Internet,16
9423,Tata Steel Minin...,3.9,(54 Reviews),Private,Bhubaneswar + 13 more,18 years old,201-500 Employees (India),Bhubaneswar,20
9424,HTIS Telecom,3.7,(54 Reviews),Private,"Mohali,Punjab + 14 more",15 years old,1k-5k Employees (India),Telecom / ISP,16
9425,Sewells MSXI,3.8,(54 Reviews),Private,Detroit + 10 more,38 years old,5k-10k Employees (Global),Automobile,12
9426,Marcura India,3.9,(54 Reviews),Dubai + 3 more,17 years old,501-1k Employees (Global),,Ports & Shipping,17
9427,Little Laureates,3.2,(54 Reviews),Kolkata + 3 more,11 years old,51-200 Employees (India),,Education / Training,5
9428,CLEARSYNTH,3.3,(54 Reviews),"Mumbai,Maharashtra",13 years old,201-500 Employees (India),,Biotech & Life sciences,13
9429,Kd Campus,3.8,(54 Reviews),Private,New Delhi + 9 more,7 years old,51-200 Employees (India),Education / Training,8
9430,Cellplan Technol...,3.5,(54 Reviews),Private,Pune + 8 more,19 years old,51-200 Employees (India),Telecom / ISP,5
9431,Jaatvedas Constr...,3.6,(54 Reviews),Private,Mumbai + 5 more,22 years old,51-200 Employees (India),Engineering & Construction,12
9432,EqualizeRCM Serv...,3.9,(54 Reviews),Private,Austin,18 years old,1k-5k Employees (India),IT Services & Consulting,9
9433,Transport Soluti...,3.1,(54 Reviews),Private,Mumbai + 8 more,22 years old,51-200 Employees (India),Automobile,3
9434,Servicenow Softw...,4.3,(54 Reviews),Public,"Santa Clara,California + 1 more",18 years old,1k-5k Employees (India),Software Product,3
9435,POWERCON Venture...,3.6,(54 Reviews),Private,Pune + 4 more,14 years old,51-200 Employees (Global),Power,1
9436,Entra Solutions,3.7,(54 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",7 years old,51-200 Employees (India),Financial Services,18
9437,Delhi Public Wor...,3.4,(54 Reviews),Jaipur + 22 more,6 years old,11-50 Employees (India),,Education / Training,12
9438,Eos,3.2,(54 Reviews),Private,Thane + 5 more,25 years old,501-1k Employees (India),Manufacturing,9
9439,Yamaha Motors So...,4.1,(54 Reviews),"Noida,Uttar Pradesh + 8 more",201-500 Employees (India),,,IT Services & Consulting,9
9440,Rosmerta Safety ...,3.0,(54 Reviews),Gurgaon/Gurugram + 12 more,,,,,18
9441,SRM Institute of...,3.7,(54 Reviews),Private,"Chennai,Tamil Nadu + 5 more",37 years old,1k-5k Employees (India),Education / Training,18
9442,Leena AI,4.3,(54 Reviews),"Gurgaon,Haryana + 3 more",7 years old,201-500 Employees (India),,Internet,7
9443,Pathways Schools,4.4,(54 Reviews),Gurgaon/Gurugram + 2 more,,,,Education / Training,4
9444,Hiranandani Fina...,4.0,(54 Reviews),"Mumbai,Maharashtra + 20 more",5 years old,501-1k Employees (India),,NBFC,13
9445,Fleetx.io,4.6,(54 Reviews),Private,"Gurgaon,Haryana + 6 more",5 years old,201-500 Employees (India),Internet,17
9446,Realme,4.2,(54 Reviews),Gurgaon/Gurugram + 20 more,10k-50k Employees (India),,,,2
9447,Lubrizol Corpora...,3.9,(54 Reviews),"Wickliffe,Ohio + 4 more",201-500 Employees (India),,,Chemicals,14
9448,Zopsmart Technol...,3.8,(54 Reviews),Private,"Bangalore,Karnataka + 8 more",8 years old,201-500 Employees (India),Internet,3
9449,Zopsmart Technol...,3.8,(54 Reviews),Private,"Bangalore,Karnataka + 8 more",8 years old,201-500 Employees (India),Internet,5
9450,LatentBridge,4.4,(54 Reviews),Private,"London,England + 4 more",4 years old,51-200 Employees (India),IT Services & Consulting,14
9451,SKY LAB INFOTECH,4.4,(54 Reviews),Bengaluru/Bangalore + 4 more,1k-5k Employees (India),,,,3
9452,Uv Infratech Sys...,4.6,(54 Reviews),11-50 Employees (India),,,,,7
9453,Sara Sae India,2.9,(54 Reviews),Private,"Chennai,Tamil Nadu + 4 more",28 years old,501-1k Employees (Global),Manufacturing,18
9454,Black Turtle,4.1,(54 Reviews),Private,"Mumbai,Maharashtra + 4 more",5 years old,201-500 Employees (India),Recruitment / Staffing,13
9455,The Bank of Toky...,3.9,(527 Reviews),Public,Tokyo + 6 more,103 years old,1 Lakh+ Employees (India),Banking / Insurance / Accounting,10
9456,Truebil,3.6,(53 Reviews),Private,"Mumbai,Maharashtra + 5 more",7 years old,51-200 Employees (India),Internet,13
9457,Kankei,4.3,(53 Reviews),Private,"Mumbai,Maharashtra + 2 more",24 years old,501-1k Employees (India),Advertising / PR / Events,16
9458,Kotak Education ...,3.9,(53 Reviews),Private,"Mumbai,Maharashtra + 2 more",15 years old,201-500 Employees (India),Financial Services,9
9459,Axis Mutual Fund,3.8,(53 Reviews),Public,Mumbai + 16 more,13 years old,501-1k Employees (India),Banking / Insurance / Accounting,2
9460,IBN Technologies,3.6,(53 Reviews),Private,Pune + 2 more,23 years old,51-200 Employees (India),Financial Services,5
9461,Maya Digital Stu...,3.4,(53 Reviews),Private,Mumbai + 2 more,26 years old,201-500 Employees (India),Animation & VFX,17
9462,Piccadily Hotels,3.5,(53 Reviews),Private,New Delhi + 6 more,49 years old,51-200 Employees (India),Hotels & Restaurants,4
9463,Intec Infra-Tech...,3.4,(53 Reviews),Private,"Gurgaon/Gurugram,Haryana",26 years old,51-200 Employees (India),Architecture / Interior Design,17
9464,Dakshin Haryana ...,4.3,(53 Reviews),Private,Hisar + 14 more,23 years old,5k-10k Employees (Global),Power,9
9465,Network Solution...,3.5,(53 Reviews),Private,Herndon + 13 more,43 years old,5k-10k Employees (India),IT Services & Consulting,20
9466,Swafe Business P...,3.6,(53 Reviews),Private,Bengaluru + 13 more,14 years old,10k-50k Employees (India),Facility Management Services,2
9467,Chopra Industrie...,3.4,(53 Reviews),Private,Ludhiana + 12 more,12 years old,501-1k Employees (Global),Auto Components,18
9468,SGD PHARMA,4.1,(53 Reviews),Private,"Puteaux,Haut De Seine + 1 more",126 years old,51-200 Employees (India),Food Processing,11
9469,Ankura Hospital,3.9,(53 Reviews),LLP,Hyderabad,11 years old,501-1k Employees (Global),Healthcare / Pharma,13
9470,Rampex Labs,4.0,(53 Reviews),Private,Medak,18 years old,51-200 Employees (India),Pharmaceutical & Life Sciences,8
9471,Emiza Supply Cha...,3.7,(53 Reviews),Private,Mumbai + 9 more,7 years old,201-500 Employees (India),Courier / Logistics,1
9472,Liva Pharmaceuti...,3.6,(53 Reviews),Vadodara + 1 more,51-200 Employees (India),,,Healthcare / Pharma,17
